venue_id,venue_name,city,country,country_code,timezone,complex_id
sr:venue:74001,Court 1,Antofagasta,CHILE,CHL,America/Santiago,sr:complex:73997
sr:venue:74009,Center Court,Bad Waltersdorf,AUSTRIA,AUT,Europe/Vienna,sr:complex:74007
sr:venue:74015,Court 3,Bad Waltersdorf,AUSTRIA,AUT,Europe/Vienna,sr:complex:74007
sr:venue:74011,Court 1,Bad Waltersdorf,AUSTRIA,AUT,Europe/Vienna,sr:complex:74007
sr:venue:74013,Court 2,Bad Waltersdorf,AUSTRIA,AUT,Europe/Vienna,sr:complex:74007
sr:venue:74023,Court 2,Columbus,UNITED STATES,USA,America/New_York,sr:complex:74017
sr:venue:74025,Court 3,Columbus,UNITED STATES,USA,America/New_York,sr:complex:74017
sr:venue:74019,Center Court,Columbus,UNITED STATES,USA,America/New_York,sr:complex:74017
sr:venue:74021,Court 1,Columbus,UNITED STATES,USA,America/New_York,sr:complex:74017
sr:venue:78771,Court 4,Astana,KAZAKHSTAN,KAZ,Asia/Almaty,sr:complex:74173
sr:venue:74179,Court 2,Astana,KAZAKHSTAN,KAZ,Asia/Almaty,sr:complex:74173
sr:venue:74181,Court 3,Astana,KAZAKHSTAN,KAZ,Asia/Almaty,sr:complex:74173
sr:venue:74175,Center Court,Astana,KAZAKHSTAN,KAZ,Asia/Almaty,sr:complex:74173
sr:venue:74177,Court 1,Astana,KAZAKHSTAN,KAZ,Asia/Almaty,sr:complex:74173
sr:venue:74185,Center Court,Bogota,COLOMBIA,COL,America/Bogota,sr:complex:74183
sr:venue:18043,Cancha 3,Bogota,COLOMBIA,COL,America/Bogota,sr:complex:74183
sr:venue:74191,Court 3,Bogota,COLOMBIA,COL,America/Bogota,sr:complex:74183
sr:venue:19014,Cancha 2,Bogota,COLOMBIA,COL,America/Bogota,sr:complex:74183
sr:venue:19012,Cancha 1,Bogota,COLOMBIA,COL,America/Bogota,sr:complex:74183
sr:venue:74187,Court 1,Bogota,COLOMBIA,COL,America/Bogota,sr:complex:74183
sr:venue:19010,Cancha Central,Bogota,COLOMBIA,COL,America/Bogota,sr:complex:74183
sr:venue:74189,Court 2,Bogota,COLOMBIA,COL,America/Bogota,sr:complex:74183
sr:venue:74199,Court 2,Orleans,FRANCE,FRA,Europe/Paris,sr:complex:74193
sr:venue:74201,Court 3,Orleans,FRANCE,FRA,Europe/Paris,sr:complex:74193
sr:venue:74254,Central Arena,Orleans,FRANCE,FRA,Europe/Paris,sr:complex:74193
sr:venue:80093,St Cyr En Val No.2,Orleans,FRANCE,FRA,Europe/Paris,sr:complex:74193
sr:venue:84686,Court 3,Olbia,ITALY,ITA,Europe/Rome,sr:complex:74586
sr:venue:74658,Campo 1,Olbia,ITALY,ITA,Europe/Rome,sr:complex:74586
sr:venue:80663,Indoor 5,Olbia,ITALY,ITA,Europe/Rome,sr:complex:74586
sr:venue:74660,Campo 2,Olbia,ITALY,ITA,Europe/Rome,sr:complex:74586
sr:venue:80665,Indoor 7,Olbia,ITALY,ITA,Europe/Rome,sr:complex:74586
sr:venue:74656,Cloto Arena,Olbia,ITALY,ITA,Europe/Rome,sr:complex:74586
sr:venue:84599,Court 2,Olbia,ITALY,ITA,Europe/Rome,sr:complex:74586
sr:venue:84597,Court 1,Olbia,ITALY,ITA,Europe/Rome,sr:complex:74586
sr:venue:74802,Quadra Central,Curitiba,BRAZIL,BRA,Brazil/East,sr:complex:74732
sr:venue:27297,Indoor 2,Curitiba,BRAZIL,BRA,Brazil/East,sr:complex:74732
sr:venue:74952,Indoor 12,Curitiba,BRAZIL,BRA,Brazil/East,sr:complex:74732
sr:venue:74950,Indoor 11,Curitiba,BRAZIL,BRA,Brazil/East,sr:complex:74732
sr:venue:27299,Indoor 1,Curitiba,BRAZIL,BRA,Brazil/East,sr:complex:74732
sr:venue:38762,Quadra 1,Curitiba,BRAZIL,BRA,Brazil/East,sr:complex:74732
sr:venue:84611,Quadra 2,Curitiba,BRAZIL,BRA,Brazil/East,sr:complex:74732
sr:venue:18611,Quadra Pedro Amadeu,Curitiba,BRAZIL,BRA,Brazil/East,sr:complex:74732
sr:venue:74776,Stadium 2,Tampico,MEXICO,MEX,America/Mexico_City,sr:complex:74734
sr:venue:84585,Court 2,Tampico,MEXICO,MEX,America/Mexico_City,sr:complex:74734
sr:venue:74812,Stadium 1,Tampico,MEXICO,MEX,America/Mexico_City,sr:complex:74734
sr:venue:84583,Court 3,Tampico,MEXICO,MEX,America/Mexico_City,sr:complex:74734
sr:venue:74778,Stadium 3,Tampico,MEXICO,MEX,America/Mexico_City,sr:complex:74734
sr:venue:84581,Center Court,Tampico,MEXICO,MEX,America/Mexico_City,sr:complex:74734
sr:venue:74826,Huafa Center Court,Zhuhai,CHINA,CHN,Asia/Shanghai,sr:complex:74736
sr:venue:74910,Estadio Paradisus,Cancun,MEXICO,MEX,America/Mexico_City,sr:complex:74912
sr:venue:74964,Center Court,Sofia,BULGARIA,BGR,Europe/Sofia,sr:complex:74962
sr:venue:74968,Court 2,Sofia,BULGARIA,BGR,Europe/Sofia,sr:complex:74962
sr:venue:74966,Court 1,Sofia,BULGARIA,BGR,Europe/Sofia,sr:complex:74962
sr:venue:74970,Court 3,Sofia,BULGARIA,BGR,Europe/Sofia,sr:complex:74962
sr:venue:66069,Court 4,Danderyd,SWEDEN,SWE,Europe/Stockholm,sr:complex:75062
sr:venue:66071,Court 2,Danderyd,SWEDEN,SWE,Europe/Stockholm,sr:complex:75062
sr:venue:66073,Court 5,Danderyd,SWEDEN,SWE,Europe/Stockholm,sr:complex:75062
sr:venue:75150,Court 1,Danderyd,SWEDEN,SWE,Europe/Stockholm,sr:complex:75062
sr:venue:74980,Centre Court,Colina,CHILE,CHL,America/Santiago,sr:complex:75070
sr:venue:74984,Court 2,Colina,CHILE,CHL,America/Santiago,sr:complex:75070
sr:venue:67651,Court 5,Colina,CHILE,CHL,America/Santiago,sr:complex:75070
sr:venue:74982,Court 1,Colina,CHILE,CHL,America/Santiago,sr:complex:75070
sr:venue:75120,Grandstand,Colina,CHILE,CHL,America/Santiago,sr:complex:75070
sr:venue:75304,Quadra 3,Brasilia,BRAZIL,BRA,Brazil/East,sr:complex:75192
sr:venue:75338,Quadra 4,Brasilia,BRAZIL,BRA,Brazil/East,sr:complex:75192
sr:venue:75198,Quadra 9,Brasilia,BRAZIL,BRA,Brazil/East,sr:complex:75192
sr:venue:75204,Quadra 1,Florianopolis,BRAZIL,BRA,America/Sao_Paulo,sr:complex:75200
sr:venue:61947,Center Court,Florianopolis,BRAZIL,BRA,America/Sao_Paulo,sr:complex:75200
sr:venue:75202,Quadra Central,Florianopolis,BRAZIL,BRA,America/Sao_Paulo,sr:complex:75200
sr:venue:62033,Court 1,Florianopolis,BRAZIL,BRA,America/Sao_Paulo,sr:complex:75200
sr:venue:75208,Quadra 3,Florianopolis,BRAZIL,BRA,America/Sao_Paulo,sr:complex:75200
sr:venue:75206,Quadra 2,Florianopolis,BRAZIL,BRA,America/Sao_Paulo,sr:complex:75200
sr:venue:62035,Court 2,Florianopolis,BRAZIL,BRA,America/Sao_Paulo,sr:complex:75200
sr:venue:81423,Indoor Court,Florianopolis,BRAZIL,BRA,America/Sao_Paulo,sr:complex:75200
sr:venue:75609,Platz 1,Baden-Wurttemberg,GERMANY,DEU,Europe/Berlin,sr:complex:75607
sr:venue:75613,Platz 3,Baden-Wurttemberg,GERMANY,DEU,Europe/Berlin,sr:complex:75607
sr:venue:75611,Platz 2,Baden-Wurttemberg,GERMANY,DEU,Europe/Berlin,sr:complex:75607
sr:venue:75615,Platz 4,Baden-Wurttemberg,GERMANY,DEU,Europe/Berlin,sr:complex:75607
sr:venue:80053,Indoor 1,Hangzhou,CHINA,CHN,Asia/Shanghai,sr:complex:75721
sr:venue:80325,Court 3,Hangzhou,CHINA,CHN,Asia/Shanghai,sr:complex:75721
sr:venue:80041,Center Court,Hangzhou,CHINA,CHN,Asia/Shanghai,sr:complex:75721
sr:venue:75725,Court 2,Hangzhou,CHINA,CHN,Asia/Shanghai,sr:complex:75721
sr:venue:75723,Court 1,Hangzhou,CHINA,CHN,Asia/Shanghai,sr:complex:75721
sr:venue:80365,Indoor 2,Hangzhou,CHINA,CHN,Asia/Shanghai,sr:complex:75721
sr:venue:80367,Indoor 3,Hangzhou,CHINA,CHN,Asia/Shanghai,sr:complex:75721
sr:venue:75733,Kurt 1,Ricany,CZECH REPUBLIC,CZE,Europe/Prague,sr:complex:75731
sr:venue:75735,Kurt 2,Ricany,CZECH REPUBLIC,CZE,Europe/Prague,sr:complex:75731
sr:venue:76185,Match Court,Trinec,CZECH REPUBLIC,CZE,Europe/Prague,sr:complex:76035
sr:venue:81865,Cancha Central,Rosario,ARGENTINA,ARG,America/Argentina/Buenos_Aires,sr:complex:76037
sr:venue:81867,Cancha 1,Rosario,ARGENTINA,ARG,America/Argentina/Buenos_Aires,sr:complex:76037
sr:venue:81869,Cancha 2,Rosario,ARGENTINA,ARG,America/Argentina/Buenos_Aires,sr:complex:76037
sr:venue:1385,Centre Court,Linz,AUSTRIA,AUT,Europe/Vienna,sr:complex:76089
sr:venue:1386,Match Court 1,Linz,AUSTRIA,AUT,Europe/Vienna,sr:complex:76089
sr:venue:16846,Indoor 3,Guangzhou,CHINA,CHN,Asia/Shanghai,sr:complex:76107
sr:venue:79785,Court 1,Guangzhou,CHINA,CHN,Asia/Shanghai,sr:complex:76107
sr:venue:83931,Center Court,Guangzhou,CHINA,CHN,Asia/Shanghai,sr:complex:76107
sr:venue:16842,Indoor 1,Guangzhou,CHINA,CHN,Asia/Shanghai,sr:complex:76107
sr:venue:79787,Court 5,Guangzhou,CHINA,CHN,Asia/Shanghai,sr:complex:76107
sr:venue:83929,Court 2,Guangzhou,CHINA,CHN,Asia/Shanghai,sr:complex:76107
sr:venue:79789,Court 6,Guangzhou,CHINA,CHN,Asia/Shanghai,sr:complex:76107
sr:venue:25808,Center Court,Mumbai,INDIA,IND,Asia/Kolkata,sr:complex:76151
sr:venue:25812,Court 2,Mumbai,INDIA,IND,Asia/Kolkata,sr:complex:76151
sr:venue:25810,Court 1,Mumbai,INDIA,IND,Asia/Kolkata,sr:complex:76151
sr:venue:25814,Court 3,Mumbai,INDIA,IND,Asia/Kolkata,sr:complex:76151
sr:venue:76933,Court 2,New Delhi,INDIA,IND,Asia/Kolkata,sr:complex:76885
sr:venue:76931,Court 1,New Delhi,INDIA,IND,Asia/Kolkata,sr:complex:76885
sr:venue:76929,Centre Court,New Delhi,INDIA,IND,Asia/Kolkata,sr:complex:76885
sr:venue:71543,Court 3,Kigali,RWANDA,RWA,Africa/Kigali,sr:complex:76887
sr:venue:71545,Court 4,Kigali,RWANDA,RWA,Africa/Kigali,sr:complex:76887
sr:venue:71539,Court 2,Kigali,RWANDA,RWA,Africa/Kigali,sr:complex:76887
sr:venue:71541,Court 1,Kigali,RWANDA,RWA,Africa/Kigali,sr:complex:76887
sr:venue:71547,Center Court,Kigali,RWANDA,RWA,Africa/Kigali,sr:complex:76887
sr:venue:77257,Central Court,Barcelona,SPAIN,ESP,Europe/Madrid,sr:complex:77217
sr:venue:77261,Court 2,Barcelona,SPAIN,ESP,Europe/Madrid,sr:complex:77217
sr:venue:77259,Court 1,Barcelona,SPAIN,ESP,Europe/Madrid,sr:complex:77217
sr:venue:2086,Center Court,Bucharest,ROMANIA,ROU,Europe/Bucharest,sr:complex:77389
sr:venue:62059,Cancha 1,San Miguel de Tucuman,ARGENTINA,ARG,America/Argentina/Cordoba,sr:complex:77391
sr:venue:62047,Cancha 2,San Miguel de Tucuman,ARGENTINA,ARG,America/Argentina/Cordoba,sr:complex:77391
sr:venue:67697,Cancha Central,San Miguel de Tucuman,ARGENTINA,ARG,America/Argentina/Cordoba,sr:complex:77391
sr:venue:76939,Cancha 7,San Miguel de Tucuman,ARGENTINA,ARG,America/Argentina/Cordoba,sr:complex:77391
sr:venue:77435,Cancha 9,San Miguel de Tucuman,ARGENTINA,ARG,America/Argentina/Cordoba,sr:complex:77391
sr:venue:86094,Cancha Skechers,Acapulco,MEXICO,MEX,America/Mexico_City,sr:complex:77425
sr:venue:2260,Cancha 1,Acapulco,MEXICO,MEX,America/Mexico_City,sr:complex:77425
sr:venue:86092,Cancha Mifel,Acapulco,MEXICO,MEX,America/Mexico_City,sr:complex:77425
sr:venue:2258,Cancha 3,Acapulco,MEXICO,MEX,America/Mexico_City,sr:complex:77425
sr:venue:81337,Cancha Caliente,Acapulco,MEXICO,MEX,America/Mexico_City,sr:complex:77425
sr:venue:2257,Cancha 2,Acapulco,MEXICO,MEX,America/Mexico_City,sr:complex:77425
sr:venue:13564,Grandstand,Acapulco,MEXICO,MEX,America/Mexico_City,sr:complex:77425
sr:venue:51479,Estadio Arena GNP Seguros,Acapulco,MEXICO,MEX,America/Mexico_City,sr:complex:77425
sr:venue:77569,Court 1,Lleida,SPAIN,ESP,Europe/Madrid,sr:complex:77517
sr:venue:77567,Center Court,Lleida,SPAIN,ESP,Europe/Madrid,sr:complex:77517
sr:venue:77583,Court 2,Lleida,SPAIN,ESP,Europe/Madrid,sr:complex:77517
sr:venue:77605,Court 4,Wuxi,CHINA,CHN,Asia/Shanghai,sr:complex:77595
sr:venue:77717,Center Court,Wuxi,CHINA,CHN,Asia/Shanghai,sr:complex:77595
sr:venue:77603,Court 3,Wuxi,CHINA,CHN,Asia/Shanghai,sr:complex:77595
sr:venue:77609,Court 6,Wuxi,CHINA,CHN,Asia/Shanghai,sr:complex:77595
sr:venue:77607,Court 5,Wuxi,CHINA,CHN,Asia/Shanghai,sr:complex:77595
sr:venue:77597,Huafa Center Court,Wuxi,CHINA,CHN,Asia/Shanghai,sr:complex:77595
sr:venue:77613,Indoor 2,Wuxi,CHINA,CHN,Asia/Shanghai,sr:complex:77595
sr:venue:77611,Indoor 1,Wuxi,CHINA,CHN,Asia/Shanghai,sr:complex:77595
sr:venue:77601,Court 2,Wuxi,CHINA,CHN,Asia/Shanghai,sr:complex:77595
sr:venue:77599,Court 1,Wuxi,CHINA,CHN,Asia/Shanghai,sr:complex:77595
sr:venue:82575,Indoor 1,Santos,BRAZIL,BRA,Brazil/East,sr:complex:77615
sr:venue:77619,Quadra De Lisonda,Santos,BRAZIL,BRA,Brazil/East,sr:complex:77615
sr:venue:77617,Quadra Central,Santos,BRAZIL,BRA,Brazil/East,sr:complex:77615
sr:venue:77633,Quadra 6,Santos,BRAZIL,BRA,Brazil/East,sr:complex:77615
sr:venue:77631,Quadra 5,Santos,BRAZIL,BRA,Brazil/East,sr:complex:77615
sr:venue:77629,Quadra 4,Santos,BRAZIL,BRA,Brazil/East,sr:complex:77615
sr:venue:77627,Quadra 3,Santos,BRAZIL,BRA,Brazil/East,sr:complex:77615
sr:venue:77625,Quadra 2,Santos,BRAZIL,BRA,Brazil/East,sr:complex:77615
sr:venue:77623,Quadra 1,Santos,BRAZIL,BRA,Brazil/East,sr:complex:77615
sr:venue:77621,Quadra Coberta,Santos,BRAZIL,BRA,Brazil/East,sr:complex:77615
sr:venue:29608,Court 5,Oeiras,PORTUGAL,PRT,Europe/Lisbon,sr:complex:77763
sr:venue:29610,Court 4,Oeiras,PORTUGAL,PRT,Europe/Lisbon,sr:complex:77763
sr:venue:57910,Court 6,Oeiras,PORTUGAL,PRT,Europe/Lisbon,sr:complex:77763
sr:venue:82406,Court 17,Oeiras,PORTUGAL,PRT,Europe/Lisbon,sr:complex:77763
sr:venue:29618,Court Central,Oeiras,PORTUGAL,PRT,Europe/Lisbon,sr:complex:77763
sr:venue:82408,Court 10,Oeiras,PORTUGAL,PRT,Europe/Lisbon,sr:complex:77763
sr:venue:29624,Court 3,Oeiras,PORTUGAL,PRT,Europe/Lisbon,sr:complex:77763
sr:venue:82398,Court 15,Oeiras,PORTUGAL,PRT,Europe/Lisbon,sr:complex:77763
sr:venue:82396,Court 8,Oeiras,PORTUGAL,PRT,Europe/Lisbon,sr:complex:77763
sr:venue:11741,Court 1,Oeiras,PORTUGAL,PRT,Europe/Lisbon,sr:complex:77763
sr:venue:82402,Court 16,Oeiras,PORTUGAL,PRT,Europe/Lisbon,sr:complex:77763
sr:venue:82400,Court 14,Oeiras,PORTUGAL,PRT,Europe/Lisbon,sr:complex:77763
sr:venue:52907,Court 2,Oeiras,PORTUGAL,PRT,Europe/Lisbon,sr:complex:77763
sr:venue:70997,Court 2,Kachreti,GEORGIA,GEO,Asia/Tbilisi,sr:complex:77883
sr:venue:70991,Court 1,Kachreti,GEORGIA,GEO,Asia/Tbilisi,sr:complex:77883
sr:venue:70993,Center Court,Kachreti,GEORGIA,GEO,Asia/Tbilisi,sr:complex:77883
sr:venue:70995,Court 3,Kachreti,GEORGIA,GEO,Asia/Tbilisi,sr:complex:77883
sr:venue:78097,Court 3,Zagreb,CROATIA,HRV,Europe/Zagreb,sr:complex:78093
sr:venue:78141,Court 8,Zagreb,CROATIA,HRV,Europe/Zagreb,sr:complex:78093
sr:venue:77887,Court 4,Zagreb,CROATIA,HRV,Europe/Zagreb,sr:complex:78093
sr:venue:71051,Indoor 3,Zagreb,CROATIA,HRV,Europe/Zagreb,sr:complex:78093
sr:venue:78095,Court 2,Zagreb,CROATIA,HRV,Europe/Zagreb,sr:complex:78093
sr:venue:71053,Indoor 2,Zagreb,CROATIA,HRV,Europe/Zagreb,sr:complex:78093
sr:venue:71055,Indoor 1,Zagreb,CROATIA,HRV,Europe/Zagreb,sr:complex:78093
sr:venue:78139,Court 6,Zagreb,CROATIA,HRV,Europe/Zagreb,sr:complex:78093
sr:venue:71009,Court 1,Zagreb,CROATIA,HRV,Europe/Zagreb,sr:complex:78093
sr:venue:58382,Center Court,Zagreb,CROATIA,HRV,Europe/Zagreb,sr:complex:78093
sr:venue:77895,Court 5,Zagreb,CROATIA,HRV,Europe/Zagreb,sr:complex:78093
sr:venue:78497,Center Court,Brasov,ROMANIA,ROU,Europe/Bucharest,sr:complex:78489
sr:venue:78625,Court 4,Brasov,ROMANIA,ROU,Europe/Bucharest,sr:complex:78489
sr:venue:78493,Court 2,Brasov,ROMANIA,ROU,Europe/Bucharest,sr:complex:78489
sr:venue:78495,Court 1,Brasov,ROMANIA,ROU,Europe/Bucharest,sr:complex:78489
sr:venue:78491,Court 3,Brasov,ROMANIA,ROU,Europe/Bucharest,sr:complex:78489
sr:venue:78961,Volvo Arena,Verona,ITALY,ITA,Europe/Rome,sr:complex:78753
sr:venue:78755,Center Court,Verona,ITALY,ITA,Europe/Rome,sr:complex:78753
sr:venue:78963,Campo 1,Verona,ITALY,ITA,Europe/Rome,sr:complex:78753
sr:venue:78761,Court 3,Verona,ITALY,ITA,Europe/Rome,sr:complex:78753
sr:venue:78955,Campo 4,Verona,ITALY,ITA,Europe/Rome,sr:complex:78753
sr:venue:78757,Court 1,Verona,ITALY,ITA,Europe/Rome,sr:complex:78753
sr:venue:78965,Grandstand,Verona,ITALY,ITA,Europe/Rome,sr:complex:78753
sr:venue:78759,Court 2,Verona,ITALY,ITA,Europe/Rome,sr:complex:78753
sr:venue:80221,Centre Court,Hong Kong,"HONG KONG, CHINA",HKG,Asia/Hong_Kong,sr:complex:78831
sr:venue:80223,Court 1,Hong Kong,"HONG KONG, CHINA",HKG,Asia/Hong_Kong,sr:complex:78831
sr:venue:80261,Court 2,Hong Kong,"HONG KONG, CHINA",HKG,Asia/Hong_Kong,sr:complex:78831
sr:venue:79153,Court 2,Bonn,GERMANY,DEU,Europe/Berlin,sr:complex:79097
sr:venue:79149,Court 1,Bonn,GERMANY,DEU,Europe/Berlin,sr:complex:79097
sr:venue:79151,Court 3,Bonn,GERMANY,DEU,Europe/Berlin,sr:complex:79097
sr:venue:79147,Center Court,Bonn,GERMANY,DEU,Europe/Berlin,sr:complex:79097
sr:venue:80957,Sid and Hazel Dillon Tennis Center - Court 03,Lincoln,UNITED STATES,USA,America/Chicago,sr:complex:79103
sr:venue:80959,Sid and Hazel Dillon Tennis Center - Court 05,Lincoln,UNITED STATES,USA,America/Chicago,sr:complex:79103
sr:venue:79177,Sid and Hazel Dillon Tennis Center - Court 01,Lincoln,UNITED STATES,USA,America/Chicago,sr:complex:79103
sr:venue:84613,Stadium,Lincoln,UNITED STATES,USA,America/Chicago,sr:complex:79103
sr:venue:79173,Center Court,Lincoln,UNITED STATES,USA,America/Chicago,sr:complex:79103
sr:venue:79175,Court 11,Lincoln,UNITED STATES,USA,America/Chicago,sr:complex:79103
sr:venue:83432,Sid and Hazel Dillon Tennis Center - Court 02,Lincoln,UNITED STATES,USA,America/Chicago,sr:complex:79103
sr:venue:34522,Center Court,Dobrich,BULGARIA,BGR,Europe/Sofia,sr:complex:79281
sr:venue:34570,Court 3,Dobrich,BULGARIA,BGR,Europe/Sofia,sr:complex:79281
sr:venue:34520,Court 1,Dobrich,BULGARIA,BGR,Europe/Sofia,sr:complex:79281
sr:venue:34528,Court 2,Dobrich,BULGARIA,BGR,Europe/Sofia,sr:complex:79281
sr:venue:83150,Omega Sport - Court 05,Olomouc,CZECH REPUBLIC,CZE,Europe/Prague,sr:complex:79391
sr:venue:83218,Omega Sport - Court 07,Olomouc,CZECH REPUBLIC,CZE,Europe/Prague,sr:complex:79391
sr:venue:83152,Omega Sport - Court 06,Olomouc,CZECH REPUBLIC,CZE,Europe/Prague,sr:complex:79391
sr:venue:72933,Court 1,Porto,PORTUGAL,PRT,Europe/Lisbon,sr:complex:79459
sr:venue:83452,Campo 3,Porto,PORTUGAL,PRT,Europe/Lisbon,sr:complex:79459
sr:venue:79055,Central Eupago,Porto,PORTUGAL,PRT,Europe/Lisbon,sr:complex:79459
sr:venue:53877,Central Court,Porto,PORTUGAL,PRT,Europe/Lisbon,sr:complex:79459
sr:venue:83494,Banco Carregosa,Porto,PORTUGAL,PRT,Europe/Lisbon,sr:complex:79459
sr:venue:83492,Mc Donalds,Porto,PORTUGAL,PRT,Europe/Lisbon,sr:complex:79459
sr:venue:83450,Campo 2,Porto,PORTUGAL,PRT,Europe/Lisbon,sr:complex:79459
sr:venue:58876,Court 2,Porto,PORTUGAL,PRT,Europe/Lisbon,sr:complex:79459
sr:venue:83448,Campo Central,Porto,PORTUGAL,PRT,Europe/Lisbon,sr:complex:79459
sr:venue:79649,Court 8,Giza,EGYPT,EGY,Africa/Cairo,sr:complex:79633
sr:venue:79635,Court 1,Giza,EGYPT,EGY,Africa/Cairo,sr:complex:79633
sr:venue:79651,Court 9,Giza,EGYPT,EGY,Africa/Cairo,sr:complex:79633
sr:venue:79645,Court 6,Giza,EGYPT,EGY,Africa/Cairo,sr:complex:79633
sr:venue:79647,Court 7,Giza,EGYPT,EGY,Africa/Cairo,sr:complex:79633
sr:venue:79641,Court 4,Giza,EGYPT,EGY,Africa/Cairo,sr:complex:79633
sr:venue:79643,Court 5,Giza,EGYPT,EGY,Africa/Cairo,sr:complex:79633
sr:venue:79637,Court 2,Giza,EGYPT,EGY,Africa/Cairo,sr:complex:79633
sr:venue:79653,Court 10,Giza,EGYPT,EGY,Africa/Cairo,sr:complex:79633
sr:venue:79639,Court 3,Giza,EGYPT,EGY,Africa/Cairo,sr:complex:79633
sr:venue:33974,Court 1,Montreux,SWITZERLAND,CHE,Europe/Zurich,sr:complex:79665
sr:venue:33976,Court 2,Montreux,SWITZERLAND,CHE,Europe/Zurich,sr:complex:79665
sr:venue:33964,Central,Montreux,SWITZERLAND,CHE,Europe/Zurich,sr:complex:79665
sr:venue:13888,Court 2,Cali,COLOMBIA,COL,America/Bogota,sr:complex:79837
sr:venue:79949,Cancha 2,Cali,COLOMBIA,COL,America/Bogota,sr:complex:79837
sr:venue:13886,Centre Court,Cali,COLOMBIA,COL,America/Bogota,sr:complex:79837
sr:venue:79945,Cancha Central,Cali,COLOMBIA,COL,America/Bogota,sr:complex:79837
sr:venue:79947,Cancha 1,Cali,COLOMBIA,COL,America/Bogota,sr:complex:79837
sr:venue:13892,Court 4,Cali,COLOMBIA,COL,America/Bogota,sr:complex:79837
sr:venue:84459,Center Court,Cali,COLOMBIA,COL,America/Bogota,sr:complex:79837
sr:venue:23720,Court 1,Almaty,KAZAKHSTAN,KAZ,Asia/Almaty,sr:complex:80193
sr:venue:23714,Center Court,Almaty,KAZAKHSTAN,KAZ,Asia/Almaty,sr:complex:80193
sr:venue:80749,Court 2,Jiujiang,CHINA,CHN,Asia/Shanghai,sr:complex:80737
sr:venue:80745,Center Court,Jiujiang,CHINA,CHN,Asia/Shanghai,sr:complex:80737
sr:venue:80747,Court 1,Jiujiang,CHINA,CHN,Asia/Shanghai,sr:complex:80737
sr:venue:80811,Indoor 1,Jiujiang,CHINA,CHN,Asia/Shanghai,sr:complex:80737
sr:venue:80847,Center Court,Riyadh,SAUDI ARABIA,SAU,Asia/Riyadh,sr:complex:80849
sr:venue:80873,Centre Court,Belgrade,SERBIA,SRB,Europe/Belgrade,sr:complex:80851
sr:venue:80875,Grandstand,Belgrade,SERBIA,SRB,Europe/Belgrade,sr:complex:80851
sr:venue:85612,Court 5,Decines-Charpieu,FRANCE,FRA,Europe/Paris,sr:complex:80963
sr:venue:81011,COURT CENTRAL,Decines-Charpieu,FRANCE,FRA,Europe/Paris,sr:complex:80963
sr:venue:85610,Court 6,Decines-Charpieu,FRANCE,FRA,Europe/Paris,sr:complex:80963
sr:venue:81013,COURT 1,Decines-Charpieu,FRANCE,FRA,Europe/Paris,sr:complex:80963
sr:venue:81015,COURT 2,Decines-Charpieu,FRANCE,FRA,Europe/Paris,sr:complex:80963
sr:venue:84714,Center Stage,Riyadh,SAUDI ARABIA,SAU,Asia/Riyadh,sr:complex:81109
sr:venue:81315,Cancha Central,Manzanillo,MEXICO,MEX,America/Mexico_City,sr:complex:81249
sr:venue:81321,Cancha 3,Manzanillo,MEXICO,MEX,America/Mexico_City,sr:complex:81249
sr:venue:81317,Cancha 1,Manzanillo,MEXICO,MEX,America/Mexico_City,sr:complex:81249
sr:venue:81319,Cancha 2,Manzanillo,MEXICO,MEX,America/Mexico_City,sr:complex:81249
sr:venue:81089,The Tennis Club at Newport Beach - Court 17,Newport Beach,UNITED STATES,USA,America/Los_Angeles,sr:complex:81451
sr:venue:81091,The Tennis Club at Newport Beach - Court 01,Newport Beach,UNITED STATES,USA,America/Los_Angeles,sr:complex:81451
sr:venue:86338,Court 21,Newport Beach,UNITED STATES,USA,America/Los_Angeles,sr:complex:81451
sr:venue:87360,The Tennis Club at Newport Beach - Court 14,Newport Beach,UNITED STATES,USA,America/Los_Angeles,sr:complex:81451
sr:venue:86352,The Tennis Club at Newport Beach - Court 22,Newport Beach,UNITED STATES,USA,America/Los_Angeles,sr:complex:81451
sr:venue:81449,The Tennis Club at Newport Beach - Court 19,Newport Beach,UNITED STATES,USA,America/Los_Angeles,sr:complex:81451
sr:venue:86330,The Tennis Club at Newport Beach - Court 13,Newport Beach,UNITED STATES,USA,America/Los_Angeles,sr:complex:81451
sr:venue:81093,The Tennis Club at Newport Beach - Court 12,Newport Beach,UNITED STATES,USA,America/Los_Angeles,sr:complex:81451
sr:venue:81447,The Tennis Club at Newport Beach - Court 18,Newport Beach,UNITED STATES,USA,America/Los_Angeles,sr:complex:81451
sr:venue:81571,Headington Family Tennis Center - Court 1,Norman,UNITED STATES,USA,America/Chicago,sr:complex:81543
sr:venue:81581,Headington Family Tennis Center - Court 6,Norman,UNITED STATES,USA,America/Chicago,sr:complex:81543
sr:venue:83106,Headington Family Tennis Center - Indoor 2,Norman,UNITED STATES,USA,America/Chicago,sr:complex:81543
sr:venue:83104,Headington Family Tennis Center - Indoor 6,Norman,UNITED STATES,USA,America/Chicago,sr:complex:81543
sr:venue:81561,Headington Family Tennis Center - Court 4,Norman,UNITED STATES,USA,America/Chicago,sr:complex:81543
